Strasse;Hausnr1;Hausnr2;Art;Wohnlage;Wohnlagenkennwert;Stadtteil
Reismuehle;6;-22;G;normal;-6,39;Hohenfelde
Reisners Kamp;2;-10;G;normal;-8,897;Tonndorf
Reisners Kamp;3;-29;U;normal;-8,889;Tonndorf
Reisners Kamp;12;-20;G;normal;-9,175;Tonndorf
Reitbahn;5;-5;U;gut;-0,473;Niendorf
Reitbrooker Hinterdeich;42;-42;G;gut;3,184;Reitbrook
Reitbrooker Hinterdeich;84;-142;G;gut;4,07;Reitbrook
Reitbrooker Hinterdeich;125;-125;U;gut;3,994;Reitbrook
Reitbrooker Hinterdeich;158;-326;G;gut;3,885;Reitbrook
Reitbrooker Hinterdeich;159;-159;U;gut;3,883;Reitbrook
Reitbrooker Muehlenbruecke;1;-1;U;gut;5,054;Reitbrook
Reitbrooker Westerdeich;1;-1;U;gut;4,363;Reitbrook
Reitbrooker Westerdeich;54;-70;G;gut;4,144;Reitbrook
Reitbrooker Westerdeich;71;-73;U;gut;4,022;Reitbrook
Reitdeich;47;-139;U;gut;2,1;Reitbrook
Reiterstieg;1;-11;U;normal;-4,361;Farmsen-Berne
Reiterstieg;10;-10;G;normal;-4,133;Farmsen-Berne
Rektor-Ritter-Strasse;1;-9;U;normal;-8,571;Bergedorf
Rektor-Ritter-Strasse;2;-8;G;normal;-8,568;Bergedorf
Rektor-Ritter-Strasse;11;-21;U;normal;-10,153;Bergedorf
Rektor-Ritter-Strasse;12;-12;G;normal;-10,129;Bergedorf
Rektor-Ritter-Strasse;16;-32;G;normal;-10,79;Bergedorf
Rektor-Ritter-Strasse;27;-41;U;normal;-10,731;Bergedorf
Reller;1;-7;U;normal;-1,89;Roenneburg
Reller;2;-12;G;normal;-1,949;Roenneburg
Rellerstieg;1;-8;S;normal;-1,928;Roenneburg
Rellinger Strasse;1;-25;U;normal;-7,23;Eimsbuettel
Rellinger Strasse;2;-6;G;normal;-7,136;Eimsbuettel
Rellinger Strasse;12;-16;G;normal;-7,083;Eimsbuettel
Rellinger Strasse;18;-22;G;normal;-7,222;Eimsbuettel
Rellinger Strasse;26;-30;G;normal;-7,513;Eimsbuettel
Rellinger Strasse;29;-61;U;normal;-7,489;Eimsbuettel
Rellinger Strasse;34;-34;G;normal;-7,53;Eimsbuettel
Rellinger Strasse;42;-44;G;normal;-7,489;Eimsbuettel
Rellinger Strasse;50;-52;G;normal;-7,366;Eimsbuettel
Rellinger Strasse;56;-58;G;normal;-6,02;Eimsbuettel
Rellinger Strasse;60;-74;G;normal;-6,03;Eimsbuettel
Rellinger Strasse;63;-87;U;normal;-6,069;Eimsbuettel
Rellinger Weg;1;-9;U;normal;-2,671;Schnelsen
Rellinger Weg;2;-34;G;normal;-2,452;Schnelsen
Rellinger Weg;11;-31;U;normal;-2,317;Schnelsen
Rellinger Weg;33;-47;U;normal;-1,985;Schnelsen
Rellinger Weg;36;-62;G;normal;-2,266;Schnelsen
Rellingweg;1;-9;U;normal;-4,107;Jenfeld
Rellingweg;2;-8;G;normal;-4,112;Jenfeld
Rembrandtstrasse;18;-28;G;normal;-4,239;Wilstorf
Rembrandtstrasse;021a;-29;U;normal;-4,061;Wilstorf
Rembrandtstrasse;31;-33;U;normal;-3,855;Wilstorf
Rembrandtstrasse;032a;-   040b;G;normal;-3,832;Wilstorf
Rembrandtstrasse;35;-35;U;normal;-3,667;Wilstorf
Remstedtstrasse;3;-47;U;gut;1,356;Rahlstedt
Remstedtstrasse;4;-30;G;gut;1,248;Rahlstedt
Remstedtstrasse;32;-58;G;gut;1,361;Rahlstedt
Rendsburger Strasse;1;-11;U;normal;-9,206;St. Pauli
Rendsburger Strasse;4;-14;G;normal;-9,032;St. Pauli
Renettenstieg;1;-19;S;gut;1,355;Sasel
Renettenweg;1;-25;U;gut;1,914;Sasel
Renettenweg;10;-32;S;gut;1,921;Sasel
Rennbahnstrasse;1;-9;U;normal;-20,297;Horn
Rennbahnstrasse;2;-26;G;normal;-17,886;Horn
Rennbahnstrasse;27;-33;U;normal;-15,908;Horn
Rennbahnstrasse;28;-40;G;normal;-14,693;Horn
Rennbahnstrasse;35;-47;U;normal;-17,219;Horn
Rennbahnstrasse;57;-   125l;U;normal;-17,462;Horn
Rennbahnstrasse;128;-132;G;normal;-5,485;Horn
Rennbahnstrasse;131;-145;U;normal;-6,052;Horn
Rennbahnstrasse;134;-152;G;normal;-5,83;Horn
Rennbahnstrasse;153;-179;U;normal;-6,141;Horn
Rennbahnstrasse;164;-194;G;normal;-6,246;Horn
Rentzelstrasse;2;-20;G;normal;-2,953;Rotherbaum
Rentzelstrasse;11;-13;U;normal;-3,727;Rotherbaum
Rentzelstrasse;32;-34;G;normal;-9,28;Rotherbaum
Rentzelstrasse;33;-55;U;normal;-8,52;Rotherbaum
Rentzelstrasse;50;-54;G;normal;-9,694;Rotherbaum
Repgowstieg;1;-55;U;normal;-3,142;Lokstedt
Repgowstieg;2;-44;G;normal;-3,163;Lokstedt
Repsoldstrasse;44;-52;G;normal;-18,559;St. Georg
Repsoldstrasse;45;-49;U;normal;-18,485;St. Georg
Resedenweg;1;-21;U;gut;1,382;Fuhlsbuettel
Resedenweg;2;-22;G;gut;1,445;Fuhlsbuettel
Resedenweg;23;-37;U;gut;1,254;Fuhlsbuettel
Resedenweg;24;-30;G;gut;1,251;Fuhlsbuettel
Resskamp;1;-133;U;normal;-3,96;Osdorf
Resskamp;2;-22;G;normal;-3,808;Osdorf
Resskamp;24;-78;G;normal;-4,152;Osdorf
Resskamp;80;-196;G;normal;-3,743;Osdorf
Rethelstrasse;1;-13;U;gut;3,182;Gross Flottbek
Rethelstrasse;2;-16;G;gut;3,243;Gross Flottbek
Rethkoppel;1;-5;U;gut;0,116;Poppenbuettel
Rethkoppel;2;-42;G;gut;0,725;Poppenbuettel
Rethkoppel;7;-17;U;gut;0,547;Poppenbuettel
Rethkoppel;019a;-29;U;gut;0,997;Poppenbuettel
Rethkoppel;31;-33;U;gut;1,292;Poppenbuettel
Rethweg;1;-19;U;normal;-4,194;Wilhelmsburg
Rethweg;8;-52;G;normal;-4,367;Wilhelmsburg
Revaler Strasse;46;-46;G;normal;-5,008;St. Georg
Reventlowstrasse;2;-2;G;gut;5,009;Gross Flottbek
Reventlowstrasse;5;-23;U;gut;5,552;Gross Flottbek
Reventlowstrasse;24;-36;G;gut;5,335;Gross Flottbek
Reventlowstrasse;25;-31;U;gut;5,461;Gross Flottbek
Reventlowstrasse;35;-35;U;gut;5,259;Gross Flottbek
Reventlowstrasse;38;-48;G;gut;5,287;Gross Flottbek
Reventlowstrasse;45;-51;U;gut;5,23;Gross Flottbek
Reventlowstrasse;50;-62;G;gut;5,098;Gross Flottbek
Reventlowstrasse;66;-66;G;gut;4,243;Gross Flottbek
Reye;1;-3;U;gut;5,222;Wohldorf-Ohlstedt
Reye;2;-19;S;gut;5,36;Wohldorf-Ohlstedt
Reyesweg;1;-9;U;normal;-10,24;Barmbek-Sued
Reyesweg;2;-2;G;normal;-10,278;Barmbek-Sued
Reyesweg;6;-32;G;normal;-10,618;Barmbek-Sued
Reyesweg;25;-33;U;normal;-10,706;Barmbek-Sued
Rheingoldweg;3;-89;U;gut;4,584;Rissen
Rheingoldweg;4;-12;G;gut;4,902;Rissen
Rheingoldweg;16;-16;G;gut;5,374;Rissen
Rheingoldweg;42;-42;G;gut;5,176;Rissen
Rheingoldweg;46;-62;G;gut;5,583;Rissen
Rheingoldweg;66;-88;G;gut;4,502;Rissen
Rhiemsweg;10;-14;G;normal;-10,821;Horn
Rhiemsweg;15;-45;U;normal;-10,875;Horn
Rhiemsweg;53;-   101c;U;normal;-12,703;Horn
Rhiemsweg;64;-   102c;G;normal;-12,43;Horn
Ribenweg;3;-39;U;gut;-0,244;Kirchwerder
Ricarda-Huch-Ring;1;-86;S;gut;0,339;Neuallermoehe
Richardallee;1;-11;S;normal;-3,975;Hohenfelde
Richard-Dehmel-Strasse;1;-1;U;gut;5,731;Blankenese
Richard-Dehmel-Strasse;2;-12;G;gut;6,062;Blankenese
Richard-Dehmel-Strasse;3;-   019d;U;gut;5,958;Blankenese
Richard-Dehmel-Strasse;21;-23;U;gut;9,875;Blankenese
Richard-Dehmel-Strasse;25;-25;U;gut;6,881;Blankenese
Richard-Goedeke-Weg;1;-43;S;normal;-0,628;Bergedorf
Richard-Linde-Weg;1;-   007b;U;normal;-5,339;Lohbruegge
Richard-Linde-Weg;4;-6;G;normal;-5,291;Lohbruegge
Richard-Linde-Weg;009a;-47;U;normal;-0,955;Lohbruegge
Richard-Linde-Weg;014a;-24;G;normal;-3,205;Lohbruegge
Richard-Linde-Weg;26;-26;G;normal;-2,577;Lohbruegge
Richard-Linde-Weg;28;-   032c;G;normal;-2,927;Lohbruegge
Richard-Linde-Weg;51;-63;U;normal;-1,667;Lohbruegge
Richardstrasse;8;-18;G;normal;-5,814;Uhlenhorst
Richardstrasse;22;-60;G;normal;-5,618;Uhlenhorst
Richardstrasse;27;-53;U;normal;-5,811;Uhlenhorst
Richardstrasse;64;-68;G;normal;-1,374;Uhlenhorst
Richardstrasse;70;-78;G;normal;-1,391;Uhlenhorst
Richardstrasse;80;-94;G;normal;-1,991;Uhlenhorst
Richeystrasse;1;-45;U;normal;-7,65;Barmbek-Nord
Richeystrasse;8;-40;G;normal;-6,713;Barmbek-Nord
Richeystrasse;42;-48;G;normal;-8,575;Barmbek-Nord
Richeystrasse;50;-82;G;normal;-8,971;Barmbek-Nord
Richeystrasse;55;-77;U;normal;-8,617;Barmbek-Nord
Richtbornweg;001a;-   023d;U;normal;-6,138;Eidelstedt
Richtbornweg;002a;-14;G;normal;-5,856;Eidelstedt
Richtbornweg;020a;-   022d;G;normal;-6,097;Eidelstedt
Richterstrasse;1;-5;U;normal;-0,625;Uhlenhorst
Richterstrasse;2;-26;G;gut;-0,347;Uhlenhorst
Richterstrasse;7;-17;U;gut;-0,108;Uhlenhorst
Rickelstrasse;1;-65;U;normal;-3,602;Eissendorf
Rickelstrasse;2;-46;G;normal;-3,526;Eissendorf
Riechelmannweg;1;-17;U;normal;-4,695;Wilhelmsburg
Riechelmannweg;2;-6;G;normal;-4,686;Wilhelmsburg
Rieckhoffstrasse;6;-14;S;normal;-14,325;Harburg
Rieckweg;001a;-   001f;U;normal;-1,714;Curslack
Rieckweg;2;-8;G;normal;-1,722;Curslack
Rieckweg;10;-20;G;normal;-1,943;Curslack
Riedweg;1;-7;U;normal;-12,105;Horn
Riefesellstrasse;1;-3;U;normal;-14,782;Steilshoop
Riehlstrasse;1;-3;U;normal;-5,535;Lohbruegge
Riehlstrasse;2;-6;G;normal;-5,752;Lohbruegge
Riehlstrasse;5;-63;U;normal;-1,393;Lohbruegge
Riehlstrasse;8;-64;G;normal;-1,391;Lohbruegge
Riekbornweg;003a;-   003g;U;normal;-2,785;Schnelsen
Riekbornweg;009a;-   023a;U;normal;-3,301;Schnelsen
Riekbornweg;16;-22;G;normal;-3,512;Schnelsen
Riemenschneiderstieg;1;-47;U;gut;0,047;Bahrenfeld
Riemenschneiderstieg;2;-46;G;gut;-0,11;Bahrenfeld
Rienziweg;1;-10;S;gut;5,155;Rissen
Riepenhausenweg;1;-11;U;normal;-7,686;Heimfeld
Riepenhausenweg;2;-20;G;normal;-7,807;Heimfeld
Riesenweg;1;-23;U;normal;-2,911;Billstedt
Riesenweg;2;-24;G;normal;-2,954;Billstedt
Riesserstrasse;5;-7;U;normal;-8,933;Hamm
Riesserstrasse;6;-14;G;normal;-8,839;Hamm
Riesserstrasse;11;-17;U;normal;-8,553;Hamm
Rilkeweg;1;-   005b;U;gut;9,955;Gross Flottbek
Rilkeweg;2;-4;G;gut;9,907;Gross Flottbek
Rilkeweg;7;-15;U;gut;9,921;Gross Flottbek
Rilkeweg;8;-14;G;gut;9,814;Gross Flottbek
Rimbertweg;1;-   015d;U;normal;-2,912;Lokstedt
Rimbertweg;2;-   020d;G;normal;-2,858;Lokstedt
Rimbertweg;017a;-34;S;normal;-2,791;Lokstedt
Ringelrosenweg;2;-6;G;normal;-9,057;Bramfeld
Ringeltaubenweg;001a;-13;U;normal;-9,512;Lurup
Ringeltaubenweg;4;-16;G;normal;-9,19;Lurup
Ringheide;2;-4;G;normal;-3,336;Neugraben-Fischbek
Ringheide;6;-   024h;G;normal;-2,379;Neugraben-Fischbek
Ringheide;40;-138;G;normal;-1,659;Neugraben-Fischbek
Ringheide;123;-139;U;normal;-1,918;Neugraben-Fischbek
Ringheide;141;-149;U;normal;-2,26;Neugraben-Fischbek
Ringheide;142;-146;G;normal;-2,048;Neugraben-Fischbek
Ringstrasse;5;-135;U;gut;0,679;Rahlstedt
Ringstrasse;6;-40;G;gut;-0,254;Rahlstedt
Ringstrasse;44;-64;G;gut;0,433;Rahlstedt
Ringstrasse;68;-96;G;gut;1,092;Rahlstedt
Ringstrasse;98;-114;G;gut;1,891;Rahlstedt
Ringstrasse;116;-116;G;gut;4,453;Rahlstedt
Ringstrasse;118;-134;G;gut;4,719;Rahlstedt
Ringstrasse;136;-158;G;gut;4,04;Rahlstedt
Ringstrasse;139;-233;U;gut;4,143;Rahlstedt
Ringstrasse;160;-190;G;gut;3,348;Rahlstedt
Ringstrasse;192;-198;G;gut;4,216;Rahlstedt
Ringstrasse;237;-241;U;gut;4,056;Rahlstedt
Rispengrasweg;5;-30;S;normal;-4,846;Billstedt
Rispenweg;2;-26;G;normal;-9,618;Lurup
Rispenweg;009a;-   025f;U;normal;-9,968;Lurup
Rissener Busch;1;-9;U;normal;-1,424;Rissen
Rissener Busch;2;-4;G;normal;-1,488;Rissen
Rissener Busch;17;-27;U;normal;-1,144;Rissen
Rissener Busch;30;-36;G;normal;-1,065;Rissen
Rissener Dorfstrasse;1;-31;U;normal;-1,105;Rissen
Rissener Dorfstrasse;4;-4;G;normal;-1,009;Rissen
Rissener Dorfstrasse;18;-32;G;normal;-1,339;Rissen
Rissener Dorfstrasse;33;-39;U;normal;-3,602;Rissen
Rissener Dorfstrasse;41;-45;U;normal;-3,883;Rissen
Rissener Dorfstrasse;48;-56;G;normal;-3,807;Rissen
Rissener Dorfstrasse;51;-51;U;normal;-3,899;Rissen
Rissener Landstrasse;1;-17;U;gut;5;Blankenese
Rissener Landstrasse;002a;-30;G;gut;4,989;Blankenese
Rissener Landstrasse;19;-19;U;gut;6,815;Blankenese
Rissener Landstrasse;23;-55;U;gut;6,22;Blankenese
Rissener Landstrasse;36;-46;G;gut;5,817;Blankenese
Rissener Landstrasse;48;-54;G;gut;6,368;Blankenese
Rissener Landstrasse;57;-63;U;gut;7,641;Blankenese
Rissener Landstrasse;58;-84;G;gut;6,024;Blankenese
Rissener Landstrasse;75;-129;U;gut;8,225;Blankenese
Rissener Landstrasse;131;-169;U;gut;8,495;Blankenese
Rissener Landstrasse;177;-211;U;gut;4,971;Blankenese
Rissener Landstrasse;182;-182;G;gut;2,884;Blankenese
Rissener Landstrasse;216;-232;G;normal;-0,883;Blankenese
Rissener Landstrasse;219;-239;U;normal;-1,215;Blankenese
Rissener Landstrasse;249;-   269d;U;normal;-1,487;Blankenese
Rissener Landstrasse;256a;-262;G;normal;-1,436;Blankenese
Rissener Ufer;1;-27;U;gut;6,016;Rissen
Rissener Ufer;2;-16;G;gut;6,347;Rissen
Rissweg;1;-31;U;gut;2,706;Sasel
Rissweg;2;-12;G;gut;2,775;Sasel
Riststrasse;1;-3;S;normal;-5,427;Winterhude
Ritterbuschplatz;1;-9;S;normal;-12,181;Wilstorf
Ritterspornweg;1;-17;U;normal;-1,608;Osdorf
Ritterspornweg;2;-14;G;normal;-1,547;Osdorf
Ritterstrasse;1;-11;U;normal;-6,2;Hamm
Ritterstrasse;2;-8;G;normal;-3,83;Hamm
Ritterstrasse;16;-16;G;normal;-5,708;Hamm
Ritterstrasse;18;-42;G;normal;-8,278;Hamm
Ritterstrasse;25;-53;U;normal;-8,231;Hamm
Ritterstrasse;46;-54;G;normal;-9,351;Hamm
Ritterstrasse;57;-69;U;normal;-7,834;Hamm
Ritterstrasse;66;-66;G;normal;-9,882;Hamm
Ritterstrasse;68;-88;G;normal;-8,893;Hamm
Ritterstrasse;71;-71;U;normal;-8,56;Hamm
Ritterstrasse;77;-79;U;normal;-9,563;Hamm
Ritterstrasse;93;-113;U;normal;-8,693;Hamm
Rittmeisterkoppel;001a;-   018d;S;gut;7,454;Volksdorf
Rittmerskamp;002a;-   010f;G;normal;-5,912;Langenhorn
Rittmerskamp;16;-68;G;normal;-6,103;Langenhorn
Rittmerskamp;17;-61;U;normal;-5,851;Langenhorn
Riwka-Herszberg-Stieg;1;-11;S;normal;-6,836;Schnelsen
Roebbek;1;-11;U;gut;2,969;Gross Flottbek
Roebbek;6;-   012b;G;gut;2,972;Gross Flottbek
Roebbek;13;-15;U;gut;3,352;Gross Flottbek
Roebbek;16;-18;G;gut;3,874;Gross Flottbek
Robert-Blum-Strasse;1;-31;U;gut;0,154;Niendorf
Robert-Blum-Strasse;8;-10;G;gut;0,953;Niendorf
Robert-Blum-Strasse;010a;-24;G;gut;0,184;Niendorf
Robert-Finnern-Weg;2;-20;G;gut;0,939;Alsterdorf
Robert-Koch-Stieg;1;-7;U;gut;3,195;Eppendorf
Robert-Koch-Stieg;2;-6;G;gut;2,867;Eppendorf
Robert-Koch-Stieg;8;-8;G;gut;2,168;Eppendorf
Robert-Koch-Strasse;1;-1;U;gut;2,007;Eppendorf
Robert-Koch-Strasse;2;-40;G;gut;2,673;Eppendorf
Robert-Nhil-Strasse;2;-4;G;normal;-9,154;St. Georg
Roebkestrasse;1;-11;U;gut;1,992;Sasel
Roebkestrasse;2;-10;G;gut;2,024;Sasel
Roebkestrasse;12;-30;G;gut;1,765;Sasel
Roebkestrasse;13;-33;U;gut;1,769;Sasel
Rode Ucht;1;-23;S;gut;3,712;Poppenbuettel
Rodenbeker Strasse;1;-13;U;gut;3,347;Bergstedt
Rodenbeker Strasse;2;-10;G;gut;3,363;Bergstedt
Rodenbeker Strasse;014a;-   026j;G;gut;3,208;Bergstedt
Rodenbeker Strasse;23;-27;U;gut;3,019;Bergstedt
Rodenbeker Strasse;049a;-69;U;gut;3,938;Bergstedt
Rodenbeker Strasse;062a;-118;G;gut;4,602;Bergstedt
Rodenbeker Strasse;119;-119;U;gut;4,936;Bergstedt
Rodenbeker Strasse;126;-126;G;gut;6,543;Bergstedt
Rodenbekredder;4;-8;G;gut;3,998;Bergstedt
Rodenbekredder;46;-50;S;gut;5,164;Bergstedt
Rodenbekstieg;2;-22;S;gut;2,8;Bergstedt
Rodenkampweg;2;-6;G;normal;-1,343;Langenhorn
Rodenkampweg;11;-17;U;normal;-1,119;Langenhorn
Rodenkampweg;21;-21;U;normal;-1,026;Langenhorn
Rodenkampweg;64;-72;G;normal;-0,881;Langenhorn
Rodeweg;1;-7;U;normal;-4,653;Billstedt
Rodeweg;4;-27;S;normal;-4,558;Billstedt
Rodigallee;1;-23;U;normal;-3,711;Marienthal
Rodigallee;2;-42;G;normal;-4;Marienthal
Rodigallee;29;-37;U;normal;-3,95;Marienthal
Rodigallee;39;-83;U;normal;-9,026;Marienthal
Rodigallee;46;-84;G;normal;-9,078;Marienthal
Rodigallee;99;-99;U;normal;-8,836;Marienthal
Rodigallee;103;-165;U;normal;-8,771;Marienthal
Rodigallee;110;-116;G;normal;-9,465;Marienthal
Rodigallee;171;-221;U;normal;-13,015;Marienthal
Rodigallee;172;-246;G;normal;-12,684;Marienthal
Rodigallee;233;-   265c;U;normal;-15,623;Marienthal
Rodigallee;248;-286;G;normal;-15,518;Marienthal
Rodigallee;288;-294;G;normal;-15,583;Marienthal
Rodigallee;293;-305;U;normal;-12,144;Marienthal
Rodigallee;296;-316;G;normal;-15,732;Marienthal
Roedingsmarkt;11;-11;U;normal;-5,645;Hamburg-Altstadt
Roedingsmarkt;25;-25;U;normal;-6,979;Hamburg-Altstadt
Rodum;1;-11;U;gut;1,254;Bramfeld
Rodum;2;-14;G;gut;1,187;Bramfeld
Roepersweg;1;-6;S;normal;-6,098;Winterhude
Roepersweg;2;-10;G;normal;-5,819;Winterhude
Roegeneck;3;-   029h;U;gut;4,166;Volksdorf
Roegeneck;4;-14;G;gut;3,919;Volksdorf
Roegenfeld;002a;-34;G;gut;5,71;Volksdorf
Roegenfeld;011a;-   031f;U;gut;5,705;Volksdorf
Roegenfeld;36;-   046c;G;gut;5,581;Volksdorf
Roegengrund;1;-   010b;S;gut;6,453;Bergstedt
Roegengrund;12;-36;G;gut;6,591;Bergstedt
Roegengrund;13;-25;U;gut;6,623;Bergstedt
Roegengrund;027a;-35;U;gut;6,714;Bergstedt
Roegenoort;3;-21;U;gut;1,768;Duvenstedt
Roegenoort;4;-8;G;gut;0,597;Duvenstedt
Roegenoort;10;-22;G;gut;0,94;Duvenstedt
Roegenredder;1;-13;U;gut;6,886;Bergstedt
Roegenredder;2;-10;G;gut;6,739;Bergstedt
Roegenredder;12;-22;G;gut;6,797;Bergstedt
Roegenredder;24;-28;G;gut;6,809;Bergstedt
Roegenstieg;1;-13;S;gut;5,847;Volksdorf
Roegenstieg;2;-4;G;gut;5,773;Volksdorf
Roegenweg;1;-1;U;gut;3,128;Volksdorf
Roegenweg;2;-54;S;gut;4,68;Volksdorf
Roegenweg;9;-13;U;gut;4,006;Volksdorf
Roegenweg;17;-31;U;gut;4,591;Volksdorf
Roegenweg;33;-53;U;gut;5,412;Volksdorf
Roegenweg;58;-58;G;gut;5,758;Volksdorf
Roggenbuckstieg;1;-12;S;normal;-4,833;Gross Borstel
Roggengabel;1;-26;S;gut;1,233;Duvenstedt
Roggenkamp;1;-5;U;normal;-4,657;Barmbek-Nord
Roggenkamp;4;-6;G;normal;-4,563;Barmbek-Nord
Roggenkamp;8;-10;G;normal;-4,469;Barmbek-Nord
Roggestrasse;1;-28;S;normal;-7,444;Eissendorf
Rohlfsweg;31;-47;U;normal;-8,362;Stellingen
Rohlfsweg;36;-40;G;normal;-8,451;Stellingen
Rohlfsweg;42;-46;G;normal;-8,253;Stellingen
Roehlstieg;1;-5;S;normal;-13,237;Farmsen-Berne
Rohrammerweg;1;-24;S;normal;-3,903;Hausbruch
Roehrigstrasse;1;-11;U;normal;-6,135;Ottensen
Roehrigstrasse;4;-40;G;normal;-7,116;Ottensen
Roehrigstrasse;13;-17;U;normal;-5,74;Ottensen
Roehrigstrasse;19;-23;U;normal;-6,187;Ottensen
Rohrkolbenstieg;1;-4;S;normal;-4,917;Billstedt
Rohrweihenweg;001a;-22;S;normal;-5,486;Hausbruch
Rokeshoehe;1;-14;S;gut;-0,077;Farmsen-Berne
Rolandswoort;1;-36;S;gut;1,076;Ottensen
Rolfinckstieg;1;-27;U;gut;2,557;Wellingsbuettel
Rolfinckstieg;2;-16;G;gut;2,516;Wellingsbuettel
Rolfinckstrasse;9;-19;U;gut;2,686;Wellingsbuettel
Rolfinckstrasse;12;-12;G;gut;3,795;Wellingsbuettel
Rolfinckstrasse;14;-24;G;gut;3,116;Wellingsbuettel
Rolfinckstrasse;27;-57;U;gut;1,892;Wellingsbuettel
Rolfinckstrasse;028a;-68;G;gut;1,596;Wellingsbuettel
Rolfinckstrasse;72;-74;G;gut;1,587;Wellingsbuettel
Rolfinckstrasse;76;-86;G;gut;1,726;Wellingsbuettel
Roman-Zeller-Platz;2;-10;G;normal;-7,079;Schnelsen
Rombergstrasse;1;-29;U;normal;-3,572;Eimsbuettel
Rombergstrasse;4;-18;G;normal;-3,555;Eimsbuettel
Rombergstrasse;22;-26;G;normal;-3,687;Eimsbuettel
Rominter Weg;1;-31;U;normal;-2,131;Bramfeld
Rominter Weg;2;-30;G;normal;-2,152;Bramfeld
Rondeel;1;-43;U;gut;18,689;Winterhude
Rondeel;4;-12;G;gut;9,034;Winterhude
Rondenbarg;12;-12;G;normal;-9,283;Bahrenfeld
Roenk;1;-15;U;normal;-4,449;Farmsen-Berne
Roenk;2;-34;G;normal;-4,48;Farmsen-Berne
Roenk;17;-17;U;normal;-4,328;Farmsen-Berne
Roenkkoppel;1;-13;U;normal;-4,444;Farmsen-Berne
Roenkkoppel;4;-18;G;normal;-4,479;Farmsen-Berne
Roenkkoppel;15;-37;U;normal;-4,208;Farmsen-Berne
Roenkkoppel;22;-52;G;normal;-4,335;Farmsen-Berne
Roenkkoppel;39;-43;U;normal;-4,4;Farmsen-Berne
Roenkrei;1;-19;U;gut;3,715;Poppenbuettel
Roenkrei;2;-28;G;gut;3,685;Poppenbuettel
Roenkrei;21;-53;U;gut;3,056;Poppenbuettel
Roenkrei;30;-62;G;gut;2,873;Poppenbuettel
Roenneburger Freiheit;1;-35;U;normal;-1,877;Roenneburg
Roenneburger Freiheit;2;-20;G;normal;-1,689;Roenneburg
Roenneburger Freiheit;022a;-60;G;normal;-1,883;Roenneburg
Roenneburger Kirchweg;1;-1;U;normal;-3,919;Roenneburg
Roenneburger Kirchweg;4;-16;G;normal;-3,357;Roenneburg
Roenneburger Kirchweg;5;-   017h;U;normal;-3,412;Roenneburg
Roenneburger Kirchweg;018a;-   026e;G;normal;-3,314;Roenneburg
Roenneburger Kirchweg;021a;-   045d;U;normal;-3,259;Roenneburg
Roenneburger Kirchweg;30;-44;G;normal;-3,052;Roenneburg
Roenneburger Kirchweg;50;-56;G;normal;-2,972;Roenneburg
Roenneburger Kirchweg;53;-69;U;normal;-2,894;Roenneburg
Roenneburger Kirchweg;66;-99;S;normal;-2,172;Roenneburg
Roenneburger Stieg;1;-27;S;normal;-2,128;Roenneburg
Roenneburger Stieg;29;-37;U;normal;-2,236;Roenneburg
Roenneburger Strasse;3;-3;U;normal;-10,319;Wilstorf
Roenneburger Strasse;8;-30;G;normal;-13,406;Wilstorf
Roenneburger Strasse;25;-33;U;normal;-6,94;Wilstorf
Roenneburger Strasse;36;-   060c;G;normal;-12,477;Wilstorf
Roenneburger Strasse;041a;-51;U;normal;-6,688;Wilstorf
Roenneburger Strasse;053a;-59;U;normal;-9,636;Wilstorf
Roennkamp;2;-32;G;normal;-6,614;Schnelsen
Roennkamp;11;-25;U;normal;-6,747;Schnelsen
Roentgenstrasse;15;-61;U;normal;-4,482;Ohlsdorf
Rooksbarg;1;-15;U;gut;0,271;Farmsen-Berne
Rooksbarg;2;-12;G;gut;0,308;Farmsen-Berne
Roonstrasse;1;-41;U;gut;2,45;Hoheluft-West
Roonstrasse;2;-40;G;gut;2,723;Hoheluft-West
Roosens Park;1;-15;S;gut;7,469;Othmarschen
Roosens Weg;1;-11;U;gut;6,933;Othmarschen
Roosens Weg;8;-10;G;gut;6,731;Othmarschen
Roosens Weg;15;-23;U;gut;6,739;Othmarschen
Roosens Weg;16;-24;G;gut;6,616;Othmarschen
Roosens Weg;27;-31;U;gut;6,026;Othmarschen
Roeoetberg;1;-4;S;gut;2,79;Wohldorf-Ohlstedt
Roeoetberg;7;-20;S;gut;2,709;Wohldorf-Ohlstedt
Roeoetbergshof;21;-59;U;gut;1,762;Wohldorf-Ohlstedt
Roeoetbergskamp;2;-30;G;gut;3,028;Wohldorf-Ohlstedt
Roeoetbergskamp;032a;-40;G;gut;1,907;Wohldorf-Ohlstedt
Roeoetbergskamp;44;-44;G;gut;1,24;Wohldorf-Ohlstedt
Rootsoll;001a;-74;S;gut;0,44;Lemsahl-Mellingstedt
Rootsoll;2;-26;G;gut;0,089;Lemsahl-Mellingstedt
Rootsoll;011a;-71;U;gut;0,394;Lemsahl-Mellingstedt
Rootsoll;030a;-   048b;G;gut;0,796;Lemsahl-Mellingstedt
Roepers Weide;1;-55;U;gut;5,966;Othmarschen
Roepers Weide;2;-56;G;gut;4,145;Othmarschen
Roeprade;1;-28;S;normal;-5,647;Lohbruegge
Roepraredder;1;-45;U;normal;-14,058;Lohbruegge
